Input_1/Temperature,Input_1/CO,Input_1/HCHO,Input_1/EtOH,Input_1/FinalConcO3,Input_1/UUT1_I_H1,Input_1/UUT1_U_H1,Input_1/UUT1_I_H2,Input_1/UUT1_U_H2,Input_1/UUT2_I_H1,Input_1/UUT2_U_H1,Input_1/UUT2_I_H2,Input_1/UUT2_U_H2,Input_1/UUT3_I_H1,Input_1/UUT3_U_H1,Input_1/UUT3_I_H2,Input_1/UUT3_U_H2,Input_2/UUT1_U_S1,Input_2/UUT1_U_S2,Input_2/UUT1_U_S3,Input_2/UUT1_U_S4,Input_2/UUT2_U_S1,Input_2/UUT2_U_S2,Input_2/UUT2_U_S3,Input_2/UUT2_U_S4,Input_2/UUT3_U_S1,Input_2/UUT3_U_S2,Input_2/UUT3_U_S3,Input_2/UUT3_U_S4,Output/UUT1_I_S1,Output/UUT1_I_S2,Output/UUT1_I_S3,Output/UUT1_I_S4,Output/UUT2_I_S1,Output/UUT2_I_S2,Output/UUT2_I_S3,Output/UUT2_I_S4,Output/UUT3_I_S1,Output/UUT3_I_S2,Output/UUT3_I_S3,Output/UUT3_I_S4,Other/TemperatureStPt,Other/HumidityStPt,Other/H2O_S,Other/Humidity Measure,Other/CO_set,Other/empty_1,Other/HCHO_set,Other/empty_2,Other/EtOH_set,Other/empty_3,Other/FinalConc_CO3,Other/MFC8_Read,Other/MFC9_Read,Other/MFC10_Read,Other/MFC7_Read,Other/Gaz warning
25.010000000000048,-0.0010001222149346649,2.203269239501067e-06,0.0,,0.01809315046014266,1.9880257112187902,0.01591368566435366,1.987009656848134,0.018834833734449323,1.9882765879962148,0.01723247401767596,1.9876324604037776,0.01831736192627915,1.9894641117817389,0.018556963899664096,1.986451417193663,0.8000025,0.8,0.800001875,0.8,0.8000031250000001,0.8000025,0.79999875,0.8000031250000001,0.8000006249999999,0.7999993750000001,0.8,0.8000006249999999,4.375078125e-06,6.2209114583333344e-06,3.7982291666666666e-06,2.053697916666667e-06,5.427682291666667e-06,6.433229166666666e-06,3.58890625e-06,1.7593489583333333e-06,6.0571875e-06,8.314296875e-06,5.076458333333334e-06,2.4251302083333335e-06,25.0,40.0,40.0,39.953663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.06,299.84,0.0,4999.6,0.0
25.010000000000048,-0.0010001222149346649,2.203269239501067e-06,0.0,,0.018023177759706917,1.9746700209663983,0.01584995044668792,1.973673791070403,0.018759520343974143,1.9744830786529382,0.017137180682311445,1.9727939898948244,0.018200392296307027,1.9761400980801678,0.018465306915841983,1.9734454362300775,0.79999875,0.8000006249999999,0.8000031250000001,0.8000006249999999,0.800001875,0.80000375,0.800001875,0.80000125,0.80000375,0.8000006249999999,0.79999875,0.8,4.2091406249999995e-06,5.963567708333335e-06,3.630260416666667e-06,1.9671093749999996e-06,5.220572916666667e-06,6.1335937500000004e-06,3.4136979166666667e-06,1.6771614583333333e-06,5.8259375000000005e-06,7.976067708333333e-06,4.8559375000000005e-06,2.3249479166666667e-06,25.0,40.0,40.0,39.953663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.06,299.84,0.0,4999.6,0.0
25.010000000000048,-0.0010001222149346649,2.203269239501067e-06,0.0,,0.01791062683719556,1.9611643360388644,0.015896076279618324,1.9601960981134698,0.018828856481237007,1.961226097765488,0.01729228767108537,1.959544915479689,0.018223070081709786,1.962649842063466,0.018581964172416563,1.9602196069310884,0.7999993750000001,0.8000006249999999,0.800001875,0.8000043749999999,0.80000125,0.80000375,0.8000056249999999,0.7999993750000001,0.8000006249999999,0.7999993750000001,0.8000050000000001,0.8,4.040442708333333e-06,5.7042968749999995e-06,3.4616927083333334e-06,1.877890625e-06,5.018854166666666e-06,5.8504166666666675e-06,3.2438281250000005e-06,1.598203125e-06,5.5945572916666665e-06,7.636770833333334e-06,4.642760416666667e-06,2.2230208333333335e-06,25.0,40.0,40.0,39.953663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.06,299.84,0.0,4999.6,0.0
25.010000000000048,-0.0010001222149346649,2.203269239501067e-06,0.0,,0.017947203922383883,1.9478271382806684,0.015828716040654327,1.9468705096675651,0.01878940661003572,1.9477429937740496,0.01718363229469328,1.9463061084811806,0.018233812190584776,1.9493319854846771,0.01848795506803982,1.9466958523177678,0.7999981249999999,0.7999993750000001,0.80000125,0.7999974999999999,0.8000006249999999,0.799995,0.7999981249999999,0.7999981249999999,0.80000125,0.7999974999999999,0.8000006249999999,0.799995625,3.895286458333333e-06,5.480130208333334e-06,3.3171614583333332e-06,1.803046875e-06,4.8307552083333334e-06,5.578932291666667e-06,3.083619791666667e-06,1.5216927083333335e-06,5.393385416666666e-06,7.346432291666667e-06,4.453958333333333e-06,2.1363541666666666e-06,25.0,40.0,40.0,39.953663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.06,299.84,0.0,4999.6,0.0
25.010000000000048,0.024998115142118287,1.1014169531617318e-05,-9.999246056847314e-05,,0.017947013794035797,1.9343789855572984,0.015784280192871432,1.9335449212216602,0.018679425150929102,1.9346895236801889,0.01712497548022821,1.932954359899778,0.01814668175193207,1.9360531240168453,0.018437674799165717,1.9335357720536657,0.7999981249999999,0.7999993750000001,0.80000125,0.7999981249999999,0.79999875,0.7999993750000001,0.79999625,0.8,0.8000006249999999,0.79999875,0.7999993750000001,0.8000043749999999,3.74734375e-06,5.254713541666666e-06,3.1720052083333334e-06,1.7276302083333334e-06,4.651302083333334e-06,5.3221875e-06,2.933125e-06,1.449375e-06,5.190156249999999e-06,7.0563541666666665e-06,4.2669791666666674e-06,2.0501822916666667e-06,25.0,40.0,40.0,39.951576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.77,299.75,0.0,5000.4,0.0
25.010000000000048,0.024998115142118287,1.1014169531617318e-05,-9.999246056847314e-05,,0.01787906627196447,1.9211260313837712,0.015695095842729347,1.92017411251572,0.018617261717521014,1.921274256619947,0.01702855734349099,1.9196375205349063,0.018115648992959876,1.922573129871448,0.018348400692352055,1.9202236471463874,0.7999993750000001,0.7999993750000001,0.79999875,0.7999993750000001,0.80000125,0.800001875,0.8,0.8,0.7999974999999999,0.8,0.79999875,0.8,3.608645833333333e-06,5.037864583333333e-06,3.0315364583333333e-06,1.6539062500000002e-06,4.471276041666667e-06,5.074791666666667e-06,2.7884635416666664e-06,1.3819010416666667e-06,4.994609374999999e-06,6.771380208333333e-06,4.089166666666666e-06,1.9642968749999998e-06,25.0,40.0,40.0,39.951576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.77,299.75,0.0,5000.4,0.0
25.010000000000048,0.024998115142118287,1.1014169531617318e-05,-9.999246056847314e-05,,0.017818085442608607,1.9080354002148499,0.015680986492726638,1.9068670232671026,0.0185754209450348,1.9079124368388294,0.016951648541024406,1.9061933652038632,0.01804045423083494,1.9092573256669203,0.018253190448175288,1.9065108640577664,0.800001875,0.8000006249999999,0.79999875,0.7999981249999999,0.7999981249999999,0.7999993750000001,0.8000006249999999,0.7999981249999999,0.8000043749999999,0.8000006249999999,0.8,0.80000125,3.470703125e-06,4.834635416666667e-06,2.90203125e-06,1.5873437500000003e-06,4.298489583333333e-06,4.838463541666667e-06,2.6521093750000006e-06,1.3158072916666666e-06,4.80453125e-06,6.5072656250000005e-06,3.919401041666667e-06,1.8819010416666668e-06,25.0,40.0,40.0,39.951576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.77,299.75,0.0,5000.4,0.0
25.010000000000048,0.024998115142118287,1.1014169531617318e-05,-9.999246056847314e-05,,0.017764042061733938,1.894482456691038,0.015599075008119332,1.8934078295074566,0.018531189271263657,1.8945732293681106,0.01691384678688779,1.8929360768554266,0.017990324389418316,1.8958122218839577,0.018199319434287046,1.8933795489964274,0.8000025,0.7999993750000001,0.7999993750000001,0.800001875,0.8000050000000001,0.799996875,0.7999993750000001,0.8000025,0.800001875,0.8000025,0.7999981249999999,0.80000125,3.3404427083333335e-06,4.638359375000001e-06,2.7751302083333335e-06,1.5211979166666668e-06,4.13375e-06,4.6140625e-06,2.5242968750000003e-06,1.2545052083333334e-06,4.6214322916666664e-06,6.2471875e-06,3.7590104166666666e-06,1.8058854166666666e-06,25.0,40.0,40.0,39.951576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.77,299.75,0.0,5000.4,0.0
25.010000000000048,0.024998115142118287,1.1014169531617318e-05,-9.999246056847314e-05,,0.01764331746091489,1.881272651670634,0.01555116398075248,1.880174737047988,0.01842957596665428,1.8812319662328105,0.01681984967663989,1.8795165633242876,0.017931839574432253,1.8825066795507344,0.018105310774682835,1.8801331731240363,0.79999875,0.8000043749999999,0.80000125,0.800001875,0.7999993750000001,0.8,0.7999993750000001,0.7999993750000001,0.800001875,0.7999974999999999,0.8000043749999999,0.7999993750000001,3.21265625e-06,4.449427083333333e-06,2.656536458333333e-06,1.4557552083333336e-06,3.98109375e-06,4.398359375e-06,2.398385416666667e-06,1.1964583333333336e-06,4.4484375000000006e-06,6.002317708333333e-06,3.6063020833333334e-06,1.7320312500000002e-06,25.0,40.0,40.0,39.951576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.77,299.75,0.0,5000.4,0.0
25.010000000000048,0.024998115142118287,1.1014169531617318e-05,-9.999246056847314e-05,,0.01759830536992336,1.8679251803045513,0.015499532934044912,1.8669601437858065,0.018325571760759978,1.867919482401654,0.016752774340697954,1.866222312275995,0.017853064109348987,1.8691457231124675,0.01800182466197763,1.8665436694758284,0.799995,0.8000025,0.8000031250000001,0.80000125,0.8000025,0.8000025,0.7999974999999999,0.79999875,0.7999993750000001,0.8000006249999999,0.7999981249999999,0.7999974999999999,3.09171875e-06,4.269635416666666e-06,2.5430468750000004e-06,1.3945572916666665e-06,3.827057291666667e-06,4.193697916666666e-06,2.282291666666667e-06,1.1393229166666668e-06,4.279557291666667e-06,5.768177083333334e-06,3.4584895833333333e-06,1.6615104166666666e-06,25.0,40.0,40.0,39.951576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.77,299.75,0.0,5000.4,0.0
